t;f ;; t;y ;; t;g ;; t;z ;; t;fx;fy ;; t;cx;cy ;; t;Cx;Cy
8.970 ; 0.500 ;; 8.970 ; Infinity ;; 8.970 ; 0.500 ;; 8.970 ; NaN ;; 8.970 ; 0.367 ; 0.000 ;; 8.970 ; -0.944 ; 0.450 ;; 8.970 ; -0.903 ; 0.430
8.980 ; 0.500 ;; 8.980 ; Infinity ;; 8.980 ; 0.500 ;; 8.980 ; NaN ;; 8.980 ; 0.367 ; 0.000 ;; 8.980 ; -0.949 ; 0.441 ;; 8.980 ; -0.907 ; 0.421
8.990 ; 0.500 ;; 8.990 ; Infinity ;; 8.990 ; 0.500 ;; 8.990 ; NaN ;; 8.990 ; 0.367 ; 0.000 ;; 8.990 ; -0.953 ; 0.431 ;; 8.990 ; -0.911 ; 0.412
9.000 ; 0.500 ;; 9.000 ; Infinity ;; 9.000 ; 0.500 ;; 9.000 ; NaN ;; 9.000 ; 0.367 ; 0.000 ;; 9.000 ; -0.957 ; 0.422 ;; 9.000 ; -0.915 ; 0.403
9.010 ; 0.500 ;; 9.010 ; Infinity ;; 9.010 ; 0.500 ;; 9.010 ; NaN ;; 9.010 ; 0.367 ; 0.000 ;; 9.010 ; -0.961 ; 0.412 ;; 9.010 ; -0.919 ; 0.394
9.020 ; 0.500 ;; 9.020 ; Infinity ;; 9.020 ; 0.500 ;; 9.020 ; NaN ;; 9.020 ; 0.367 ; 0.000 ;; 9.020 ; -0.966 ; 0.403 ;; 9.020 ; -0.923 ; 0.384
9.030 ; 0.500 ;; 9.030 ; Infinity ;; 9.030 ; 0.500 ;; 9.030 ; NaN ;; 9.030 ; 0.367 ; 0.000 ;; 9.030 ; -0.970 ; 0.393 ;; 9.030 ; -0.927 ; 0.375
9.040 ; 0.500 ;; 9.040 ; Infinity ;; 9.040 ; 0.500 ;; 9.040 ; NaN ;; 9.040 ; 0.367 ; 0.000 ;; 9.040 ; -0.974 ; 0.383 ;; 9.040 ; -0.931 ; 0.366
9.050 ; 0.500 ;; 9.050 ; Infinity ;; 9.050 ; 0.500 ;; 9.050 ; NaN ;; 9.050 ; 0.367 ; 0.000 ;; 9.050 ; -0.977 ; 0.374 ;; 9.050 ; -0.934 ; 0.357
9.060 ; 0.500 ;; 9.060 ; Infinity ;; 9.060 ; 0.500 ;; 9.060 ; NaN ;; 9.060 ; 0.367 ; 0.000 ;; 9.060 ; -0.981 ; 0.364 ;; 9.060 ; -0.938 ; 0.347
9.070 ; 0.500 ;; 9.070 ; Infinity ;; 9.070 ; 0.500 ;; 9.070 ; NaN ;; 9.070 ; 0.367 ; 0.000 ;; 9.070 ; -0.985 ; 0.354 ;; 9.070 ; -0.941 ; 0.338
9.080 ; 0.500 ;; 9.080 ; Infinity ;; 9.080 ; 0.500 ;; 9.080 ; NaN ;; 9.080 ; 0.367 ; 0.000 ;; 9.080 ; -0.988 ; 0.344 ;; 9.080 ; -0.945 ; 0.328
9.090 ; 0.500 ;; 9.090 ; Infinity ;; 9.090 ; 0.500 ;; 9.090 ; NaN ;; 9.090 ; 0.367 ; 0.000 ;; 9.090 ; -0.992 ; 0.334 ;; 9.090 ; -0.948 ; 0.319
9.100 ; 0.500 ;; 9.100 ; Infinity ;; 9.100 ; 0.500 ;; 9.100 ; NaN ;; 9.100 ; 0.367 ; 0.000 ;; 9.100 ; -0.995 ; 0.324 ;; 9.100 ; -0.951 ; 0.309
9.110 ; 0.500 ;; 9.110 ; Infinity ;; 9.110 ; 0.500 ;; 9.110 ; NaN ;; 9.110 ; 0.367 ; 0.000 ;; 9.110 ; -0.998 ; 0.314 ;; 9.110 ; -0.954 ; 0.300
9.120 ; 0.500 ;; 9.120 ; Infinity ;; 9.120 ; 0.500 ;; 9.120 ; NaN ;; 9.120 ; 0.367 ; 0.000 ;; 9.120 ; -1.001 ; 0.304 ;; 9.120 ; -0.957 ; 0.290
9.130 ; 0.500 ;; 9.130 ; Infinity ;; 9.130 ; 0.500 ;; 9.130 ; NaN ;; 9.130 ; 0.367 ; 0.000 ;; 9.130 ; -1.005 ; 0.294 ;; 9.130 ; -0.960 ; 0.281
9.140 ; 0.500 ;; 9.140 ; Infinity ;; 9.140 ; 0.500 ;; 9.140 ; NaN ;; 9.140 ; 0.367 ; 0.000 ;; 9.140 ; -1.007 ; 0.284 ;; 9.140 ; -0.963 ; 0.271
9.150 ; 0.500 ;; 9.150 ; Infinity ;; 9.150 ; 0.500 ;; 9.150 ; NaN ;; 9.150 ; 0.367 ; 0.000 ;; 9.150 ; -1.010 ; 0.274 ;; 9.150 ; -0.965 ; 0.262
9.160 ; 0.500 ;; 9.160 ; Infinity ;; 9.160 ; 0.500 ;; 9.160 ; NaN ;; 9.160 ; 0.367 ; 0.000 ;; 9.160 ; -1.013 ; 0.264 ;; 9.160 ; -0.968 ; 0.252
9.170 ; 0.500 ;; 9.170 ; Infinity ;; 9.170 ; 0.500 ;; 9.170 ; NaN ;; 9.170 ; 0.367 ; 0.000 ;; 9.170 ; -1.016 ; 0.254 ;; 9.170 ; -0.970 ; 0.242
9.180 ; 0.500 ;; 9.180 ; Infinity ;; 9.180 ; 0.500 ;; 9.180 ; NaN ;; 9.180 ; 0.367 ; 0.000 ;; 9.180 ; -1.018 ; 0.244 ;; 9.180 ; -0.973 ; 0.232
9.190 ; 0.500 ;; 9.190 ; Infinity ;; 9.190 ; 0.500 ;; 9.190 ; NaN ;; 9.190 ; 0.367 ; 0.000 ;; 9.190 ; -1.021 ; 0.234 ;; 9.190 ; -0.975 ; 0.223
9.200 ; 0.500 ;; 9.200 ; Infinity ;; 9.200 ; 0.500 ;; 9.200 ; NaN ;; 9.200 ; 0.367 ; 0.000 ;; 9.200 ; -1.023 ; 0.223 ;; 9.200 ; -0.977 ; 0.213
9.210 ; 0.500 ;; 9.210 ; Infinity ;; 9.210 ; 0.500 ;; 9.210 ; NaN ;; 9.210 ; 0.367 ; 0.000 ;; 9.210 ; -1.025 ; 0.213 ;; 9.210 ; -0.979 ; 0.203
9.220 ; 0.500 ;; 9.220 ; Infinity ;; 9.220 ; 0.500 ;; 9.220 ; NaN ;; 9.220 ; 0.367 ; 0.000 ;; 9.220 ; -1.027 ; 0.203 ;; 9.220 ; -0.981 ; 0.193
9.230 ; 0.500 ;; 9.230 ; Infinity ;; 9.230 ; 0.500 ;; 9.230 ; NaN ;; 9.230 ; 0.367 ; 0.000 ;; 9.230 ; -1.029 ; 0.193 ;; 9.230 ; -0.983 ; 0.184
9.240 ; 0.500 ;; 9.240 ; Infinity ;; 9.240 ; 0.500 ;; 9.240 ; NaN ;; 9.240 ; 0.367 ; 0.000 ;; 9.240 ; -1.031 ; 0.182 ;; 9.240 ; -0.985 ; 0.174
9.250 ; 0.500 ;; 9.250 ; Infinity ;; 9.250 ; 0.500 ;; 9.250 ; NaN ;; 9.250 ; 0.367 ; 0.000 ;; 9.250 ; -1.033 ; 0.172 ;; 9.250 ; -0.986 ; 0.164
9.260 ; 0.500 ;; 9.260 ; Infinity ;; 9.260 ; 0.500 ;; 9.260 ; NaN ;; 9.260 ; 0.367 ; 0.000 ;; 9.260 ; -1.035 ; 0.162 ;; 9.260 ; -0.988 ; 0.154
9.270 ; 0.500 ;; 9.270 ; Infinity ;; 9.270 ; 0.500 ;; 9.270 ; NaN ;; 9.270 ; 0.367 ; 0.000 ;; 9.270 ; -1.036 ; 0.151 ;; 9.270 ; -0.990 ; 0.144
9.280 ; 0.500 ;; 9.280 ; Infinity ;; 9.280 ; 0.500 ;; 9.280 ; NaN ;; 9.280 ; 0.367 ; 0.000 ;; 9.280 ; -1.038 ; 0.141 ;; 9.280 ; -0.991 ; 0.134
9.290 ; 0.500 ;; 9.290 ; Infinity ;; 9.290 ; 0.500 ;; 9.290 ; NaN ;; 9.290 ; 0.367 ; 0.000 ;; 9.290 ; -1.039 ; 0.131 ;; 9.290 ; -0.992 ; 0.124
9.300 ; 0.500 ;; 9.300 ; Infinity ;; 9.300 ; 0.500 ;; 9.300 ; NaN ;; 9.300 ; 0.367 ; 0.000 ;; 9.300 ; -1.041 ; 0.120 ;; 9.300 ; -0.993 ; 0.114
9.310 ; 0.500 ;; 9.310 ; Infinity ;; 9.310 ; 0.500 ;; 9.310 ; NaN ;; 9.310 ; 0.367 ; 0.000 ;; 9.310 ; -1.042 ; 0.110 ;; 9.310 ; -0.995 ; 0.104
9.320 ; 0.500 ;; 9.320 ; Infinity ;; 9.320 ; 0.500 ;; 9.320 ; NaN ;; 9.320 ; 0.367 ; 0.000 ;; 9.320 ; -1.043 ; 0.099 ;; 9.320 ; -0.996 ; 0.094
9.330 ; 0.500 ;; 9.330 ; Infinity ;; 9.330 ; 0.500 ;; 9.330 ; NaN ;; 9.330 ; 0.367 ; 0.000 ;; 9.330 ; -1.044 ; 0.089 ;; 9.330 ; -0.996 ; 0.085
9.340 ; 0.500 ;; 9.340 ; Infinity ;; 9.340 ; 0.500 ;; 9.340 ; NaN ;; 9.340 ; 0.367 ; 0.000 ;; 9.340 ; -1.045 ; 0.079 ;; 9.340 ; -0.997 ; 0.075
9.350 ; 0.500 ;; 9.350 ; Infinity ;; 9.350 ; 0.500 ;; 9.350 ; NaN ;; 9.350 ; 0.367 ; 0.000 ;; 9.350 ; -1.046 ; 0.068 ;; 9.350 ; -0.998 ; 0.065
9.360 ; 0.500 ;; 9.360 ; Infinity ;; 9.360 ; 0.500 ;; 9.360 ; NaN ;; 9.360 ; 0.367 ; 0.000 ;; 9.360 ; -1.046 ; 0.058 ;; 9.360 ; -0.999 ; 0.055
9.370 ; 0.500 ;; 9.370 ; Infinity ;; 9.370 ; 0.500 ;; 9.370 ; NaN ;; 9.370 ; 0.367 ; 0.000 ;; 9.370 ; -1.047 ; 0.047 ;; 9.370 ; -0.999 ; 0.045
9.380 ; 0.500 ;; 9.380 ; Infinity ;; 9.380 ; 0.500 ;; 9.380 ; NaN ;; 9.380 ; 0.367 ; 0.000 ;; 9.380 ; -1.047 ; 0.037 ;; 9.380 ; -0.999 ; 0.035
9.390 ; 0.500 ;; 9.390 ; Infinity ;; 9.390 ; 0.500 ;; 9.390 ; NaN ;; 9.390 ; 0.367 ; 0.000 ;; 9.390 ; -1.048 ; 0.026 ;; 9.390 ; -1.000 ; 0.025
9.400 ; 0.500 ;; 9.400 ; Infinity ;; 9.400 ; 0.500 ;; 9.400 ; NaN ;; 9.400 ; 0.367 ; 0.000 ;; 9.400 ; -1.048 ; 0.016 ;; 9.400 ; -1.000 ; 0.015
9.410 ; 0.500 ;; 9.410 ; Infinity ;; 9.410 ; 0.500 ;; 9.410 ; NaN ;; 9.410 ; 0.367 ; 0.000 ;; 9.410 ; -1.048 ; 0.005 ;; 9.410 ; -1.000 ; 0.005
9.420 ; 0.500 ;; 9.420 ; Infinity ;; 9.420 ; 0.500 ;; 9.420 ; NaN ;; 9.420 ; 0.367 ; 0.000 ;; 9.420 ; -1.048 ; -0.005 ;; 9.420 ; -1.000 ; -0.005
9.430 ; 0.500 ;; 9.430 ; Infinity ;; 9.430 ; 0.500 ;; 9.430 ; NaN ;; 9.430 ; 0.367 ; 0.000 ;; 9.430 ; -1.048 ; -0.016 ;; 9.430 ; -1.000 ; -0.015
9.440 ; 0.500 ;; 9.440 ; Infinity ;; 9.440 ; 0.500 ;; 9.440 ; NaN ;; 9.440 ; 0.367 ; 0.000 ;; 9.440 ; -1.048 ; -0.026 ;; 9.440 ; -1.000 ; -0.025
9.450 ; 0.500 ;; 9.450 ; Infinity ;; 9.450 ; 0.500 ;; 9.450 ; NaN ;; 9.450 ; 0.367 ; 0.000 ;; 9.450 ; -1.048 ; -0.037 ;; 9.450 ; -0.999 ; -0.035
9.460 ; 0.500 ;; 9.460 ; Infinity ;; 9.460 ; 0.500 ;; 9.460 ; NaN ;; 9.460 ; 0.367 ; 0.000 ;; 9.460 ; -1.047 ; -0.047 ;; 9.460 ; -0.999 ; -0.045
9.470 ; 0.500 ;; 9.470 ; Infinity ;; 9.470 ; 0.500 ;; 9.470 ; NaN ;; 9.470 ; 0.367 ; 0.000 ;; 9.470 ; -1.047 ; -0.058 ;; 9.470 ; -0.998 ; -0.055
9.480 ; 0.500 ;; 9.480 ; Infinity ;; 9.480 ; 0.500 ;; 9.480 ; NaN ;; 9.480 ; 0.367 ; 0.000 ;; 9.480 ; -1.046 ; -0.068 ;; 9.480 ; -0.998 ; -0.065
9.490 ; 0.500 ;; 9.490 ; Infinity ;; 9.490 ; 0.500 ;; 9.490 ; NaN ;; 9.490 ; 0.367 ; 0.000 ;; 9.490 ; -1.046 ; -0.078 ;; 9.490 ; -0.997 ; -0.075
9.500 ; 0.500 ;; 9.500 ; Infinity ;; 9.500 ; 0.500 ;; 9.500 ; NaN ;; 9.500 ; 0.367 ; 0.000 ;; 9.500 ; -1.045 ; -0.089 ;; 9.500 ; -0.996 ; -0.085
9.510 ; 0.500 ;; 9.510 ; Infinity ;; 9.510 ; 0.500 ;; 9.510 ; NaN ;; 9.510 ; 0.367 ; 0.000 ;; 9.510 ; -1.044 ; -0.099 ;; 9.510 ; -0.995 ; -0.095
9.520 ; 0.500 ;; 9.520 ; Infinity ;; 9.520 ; 0.500 ;; 9.520 ; NaN ;; 9.520 ; 0.367 ; 0.000 ;; 9.520 ; -1.043 ; -0.110 ;; 9.520 ; -0.994 ; -0.105
9.530 ; 0.500 ;; 9.530 ; Infinity ;; 9.530 ; 0.500 ;; 9.530 ; NaN ;; 9.530 ; 0.367 ; 0.000 ;; 9.530 ; -1.042 ; -0.120 ;; 9.530 ; -0.993 ; -0.115
9.540 ; 0.500 ;; 9.540 ; Infinity ;; 9.540 ; 0.500 ;; 9.540 ; NaN ;; 9.540 ; 0.367 ; 0.000 ;; 9.540 ; -1.041 ; -0.131 ;; 9.540 ; -0.992 ; -0.125
9.550 ; 0.500 ;; 9.550 ; Infinity ;; 9.550 ; 0.500 ;; 9.550 ; NaN ;; 9.550 ; 0.367 ; 0.000 ;; 9.550 ; -1.039 ; -0.141 ;; 9.550 ; -0.991 ; -0.135
9.560 ; 0.500 ;; 9.560 ; Infinity ;; 9.560 ; 0.500 ;; 9.560 ; NaN ;; 9.560 ; 0.367 ; 0.000 ;; 9.560 ; -1.038 ; -0.151 ;; 9.560 ; -0.989 ; -0.145
9.570 ; 0.500 ;; 9.570 ; Infinity ;; 9.570 ; 0.500 ;; 9.570 ; NaN ;; 9.570 ; 0.367 ; 0.000 ;; 9.570 ; -1.037 ; -0.162 ;; 9.570 ; -0.988 ; -0.155
9.580 ; 0.500 ;; 9.580 ; Infinity ;; 9.580 ; 0.500 ;; 9.580 ; NaN ;; 9.580 ; 0.367 ; 0.000 ;; 9.580 ; -1.035 ; -0.172 ;; 9.580 ; -0.986 ; -0.165
9.590 ; 0.500 ;; 9.590 ; Infinity ;; 9.590 ; 0.500 ;; 9.590 ; NaN ;; 9.590 ; 0.367 ; 0.000 ;; 9.590 ; -1.033 ; -0.183 ;; 9.590 ; -0.985 ; -0.174
9.600 ; 0.500 ;; 9.600 ; Infinity ;; 9.600 ; 0.500 ;; 9.600 ; NaN ;; 9.600 ; 0.367 ; 0.000 ;; 9.600 ; -1.031 ; -0.193 ;; 9.600 ; -0.983 ; -0.184
9.610 ; 0.500 ;; 9.610 ; Infinity ;; 9.610 ; 0.500 ;; 9.610 ; NaN ;; 9.610 ; 0.367 ; 0.000 ;; 9.610 ; -1.029 ; -0.203 ;; 9.610 ; -0.981 ; -0.194
9.620 ; 0.500 ;; 9.620 ; Infinity ;; 9.620 ; 0.500 ;; 9.620 ; NaN ;; 9.620 ; 0.367 ; 0.000 ;; 9.620 ; -1.027 ; -0.214 ;; 9.620 ; -0.979 ; -0.204
9.630 ; 0.500 ;; 9.630 ; Infinity ;; 9.630 ; 0.500 ;; 9.630 ; NaN ;; 9.630 ; 0.367 ; 0.000 ;; 9.630 ; -1.025 ; -0.224 ;; 9.630 ; -0.977 ; -0.214
9.640 ; 0.500 ;; 9.640 ; Infinity ;; 9.640 ; 0.500 ;; 9.640 ; NaN ;; 9.640 ; 0.367 ; 0.000 ;; 9.640 ; -1.023 ; -0.234 ;; 9.640 ; -0.975 ; -0.223
9.650 ; 0.500 ;; 9.650 ; Infinity ;; 9.650 ; 0.500 ;; 9.650 ; NaN ;; 9.650 ; 0.367 ; 0.000 ;; 9.650 ; -1.021 ; -0.244 ;; 9.650 ; -0.972 ; -0.233
9.660 ; 0.500 ;; 9.660 ; Infinity ;; 9.660 ; 0.500 ;; 9.660 ; NaN ;; 9.660 ; 0.367 ; 0.000 ;; 9.660 ; -1.018 ; -0.254 ;; 9.660 ; -0.970 ; -0.243
9.670 ; 0.500 ;; 9.670 ; Infinity ;; 9.670 ; 0.500 ;; 9.670 ; NaN ;; 9.670 ; 0.367 ; 0.000 ;; 9.670 ; -1.016 ; -0.265 ;; 9.670 ; -0.968 ; -0.253
9.680 ; 0.500 ;; 9.680 ; Infinity ;; 9.680 ; 0.500 ;; 9.680 ; NaN ;; 9.680 ; 0.367 ; 0.000 ;; 9.680 ; -1.013 ; -0.275 ;; 9.680 ; -0.965 ; -0.262
9.690 ; 0.500 ;; 9.690 ; Infinity ;; 9.690 ; 0.500 ;; 9.690 ; NaN ;; 9.690 ; 0.367 ; 0.000 ;; 9.690 ; -1.010 ; -0.285 ;; 9.690 ; -0.962 ; -0.272
9.700 ; 0.500 ;; 9.700 ; Infinity ;; 9.700 ; 0.500 ;; 9.700 ; NaN ;; 9.700 ; 0.367 ; 0.000 ;; 9.700 ; -1.007 ; -0.295 ;; 9.700 ; -0.960 ; -0.282
9.710 ; 0.500 ;; 9.710 ; Infinity ;; 9.710 ; 0.500 ;; 9.710 ; NaN ;; 9.710 ; 0.367 ; 0.000 ;; 9.710 ; -1.004 ; -0.305 ;; 9.710 ; -0.957 ; -0.291
9.720 ; 0.500 ;; 9.720 ; Infinity ;; 9.720 ; 0.500 ;; 9.720 ; NaN ;; 9.720 ; 0.367 ; 0.000 ;; 9.720 ; -1.001 ; -0.315 ;; 9.720 ; -0.954 ; -0.301
9.730 ; 0.500 ;; 9.730 ; Infinity ;; 9.730 ; 0.500 ;; 9.730 ; NaN ;; 9.730 ; 0.367 ; 0.000 ;; 9.730 ; -0.998 ; -0.325 ;; 9.730 ; -0.951 ; -0.310
9.740 ; 0.500 ;; 9.740 ; Infinity ;; 9.740 ; 0.500 ;; 9.740 ; NaN ;; 9.740 ; 0.367 ; 0.000 ;; 9.740 ; -0.995 ; -0.335 ;; 9.740 ; -0.948 ; -0.320
9.750 ; 0.500 ;; 9.750 ; Infinity ;; 9.750 ; 0.500 ;; 9.750 ; NaN ;; 9.750 ; 0.367 ; 0.000 ;; 9.750 ; -0.992 ; -0.345 ;; 9.750 ; -0.944 ; -0.329
9.760 ; 0.500 ;; 9.760 ; Infinity ;; 9.760 ; 0.500 ;; 9.760 ; NaN ;; 9.760 ; 0.367 ; 0.000 ;; 9.760 ; -0.988 ; -0.355 ;; 9.760 ; -0.941 ; -0.339
9.770 ; 0.500 ;; 9.770 ; Infinity ;; 9.770 ; 0.500 ;; 9.770 ; NaN ;; 9.770 ; 0.367 ; 0.000 ;; 9.770 ; -0.985 ; -0.365 ;; 9.770 ; -0.938 ; -0.348
9.780 ; 0.500 ;; 9.780 ; Infinity ;; 9.780 ; 0.500 ;; 9.780 ; NaN ;; 9.780 ; 0.367 ; 0.000 ;; 9.780 ; -0.981 ; -0.375 ;; 9.780 ; -0.934 ; -0.357
9.790 ; 0.500 ;; 9.790 ; Infinity ;; 9.790 ; 0.500 ;; 9.790 ; NaN ;; 9.790 ; 0.367 ; 0.000 ;; 9.790 ; -0.977 ; -0.385 ;; 9.790 ; -0.930 ; -0.367
9.800 ; 0.500 ;; 9.800 ; Infinity ;; 9.800 ; 0.500 ;; 9.800 ; NaN ;; 9.800 ; 0.367 ; 0.000 ;; 9.800 ; -0.973 ; -0.394 ;; 9.800 ; -0.927 ; -0.376
9.810 ; 0.500 ;; 9.810 ; Infinity ;; 9.810 ; 0.500 ;; 9.810 ; NaN ;; 9.810 ; 0.367 ; 0.000 ;; 9.810 ; -0.969 ; -0.404 ;; 9.810 ; -0.923 ; -0.385
9.820 ; 0.500 ;; 9.820 ; Infinity ;; 9.820 ; 0.500 ;; 9.820 ; NaN ;; 9.820 ; 0.367 ; 0.000 ;; 9.820 ; -0.965 ; -0.414 ;; 9.820 ; -0.919 ; -0.394
9.830 ; 0.500 ;; 9.830 ; Infinity ;; 9.830 ; 0.500 ;; 9.830 ; NaN ;; 9.830 ; 0.367 ; 0.000 ;; 9.830 ; -0.961 ; -0.423 ;; 9.830 ; -0.915 ; -0.404
9.840 ; 0.500 ;; 9.840 ; Infinity ;; 9.840 ; 0.500 ;; 9.840 ; NaN ;; 9.840 ; 0.367 ; 0.000 ;; 9.840 ; -0.957 ; -0.433 ;; 9.840 ; -0.911 ; -0.413
9.850 ; 0.500 ;; 9.850 ; Infinity ;; 9.850 ; 0.500 ;; 9.850 ; NaN ;; 9.850 ; 0.367 ; 0.000 ;; 9.850 ; -0.953 ; -0.443 ;; 9.850 ; -0.907 ; -0.422
9.860 ; 0.500 ;; 9.860 ; Infinity ;; 9.860 ; 0.500 ;; 9.860 ; NaN ;; 9.860 ; 0.367 ; 0.000 ;; 9.860 ; -0.948 ; -0.452 ;; 9.860 ; -0.902 ; -0.431
9.870 ; 0.500 ;; 9.870 ; Infinity ;; 9.870 ; 0.500 ;; 9.870 ; NaN ;; 9.870 ; 0.367 ; 0.000 ;; 9.870 ; -0.944 ; -0.462 ;; 9.870 ; -0.898 ; -0.440
9.880 ; 0.500 ;; 9.880 ; Infinity ;; 9.880 ; 0.500 ;; 9.880 ; NaN ;; 9.880 ; 0.367 ; 0.000 ;; 9.880 ; -0.939 ; -0.471 ;; 9.880 ; -0.894 ; -0.449
9.890 ; 0.500 ;; 9.890 ; Infinity ;; 9.890 ; 0.500 ;; 9.890 ; NaN ;; 9.890 ; 0.367 ; 0.000 ;; 9.890 ; -0.934 ; -0.480 ;; 9.890 ; -0.889 ; -0.458
9.900 ; 0.500 ;; 9.900 ; Infinity ;; 9.900 ; 0.500 ;; 9.900 ; NaN ;; 9.900 ; 0.367 ; 0.000 ;; 9.900 ; -0.930 ; -0.490 ;; 9.900 ; -0.884 ; -0.467
9.910 ; 0.500 ;; 9.910 ; Infinity ;; 9.910 ; 0.500 ;; 9.910 ; NaN ;; 9.910 ; 0.367 ; 0.000 ;; 9.910 ; -0.925 ; -0.499 ;; 9.910 ; -0.880 ; -0.475
9.920 ; 0.500 ;; 9.920 ; Infinity ;; 9.920 ; 0.500 ;; 9.920 ; NaN ;; 9.920 ; 0.367 ; 0.000 ;; 9.920 ; -0.920 ; -0.508 ;; 9.920 ; -0.875 ; -0.484
9.930 ; 0.500 ;; 9.930 ; Infinity ;; 9.930 ; 0.500 ;; 9.930 ; NaN ;; 9.930 ; 0.367 ; 0.000 ;; 9.930 ; -0.915 ; -0.518 ;; 9.930 ; -0.870 ; -0.493
9.940 ; 0.500 ;; 9.940 ; Infinity ;; 9.940 ; 0.500 ;; 9.940 ; NaN ;; 9.940 ; 0.367 ; 0.000 ;; 9.940 ; -0.910 ; -0.527 ;; 9.940 ; -0.865 ; -0.502
9.950 ; 0.500 ;; 9.950 ; Infinity ;; 9.950 ; 0.500 ;; 9.950 ; NaN ;; 9.950 ; 0.367 ; 0.000 ;; 9.950 ; -0.904 ; -0.536 ;; 9.950 ; -0.860 ; -0.510
9.960 ; 0.500 ;; 9.960 ; Infinity ;; 9.960 ; 0.500 ;; 9.960 ; NaN ;; 9.960 ; 0.367 ; 0.000 ;; 9.960 ; -0.899 ; -0.545 ;; 9.960 ; -0.855 ; -0.519
9.970 ; 0.500 ;; 9.970 ; Infinity ;; 9.970 ; 0.500 ;; 9.970 ; NaN ;; 9.970 ; 0.367 ; 0.000 ;; 9.970 ; -0.893 ; -0.554 ;; 9.970 ; -0.850 ; -0.527
9.980 ; 0.500 ;; 9.980 ; Infinity ;; 9.980 ; 0.500 ;; 9.980 ; NaN ;; 9.980 ; 0.367 ; 0.000 ;; 9.980 ; -0.888 ; -0.563 ;; 9.980 ; -0.844 ; -0.536
9.990 ; 0.500 ;; 9.990 ; Infinity ;; 9.990 ; 0.500 ;; 9.990 ; NaN ;; 9.990 ; 0.367 ; 0.000 ;; 9.990 ; -0.882 ; -0.572 ;; 9.990 ; -0.839 ; -0.544
10.000 ; 0.500 ;; 10.000 ; Infinity ;; 10.000 ; 0.500 ;; 10.000 ; NaN ;; 10.000 ; 0.367 ; 0.000 ;; 10.000 ; -0.877 ; -0.580 ;; 10.000 ; -0.833 ; -0.553
